planSequence	executionPhase	qualification	examYear	sourceCategory	questionLabel	questionType	questionIntent	choiceCount	correctChoiceTextCount	explanationTextCount	sourceOrigin	isSiteSourced	firestoreQuestionIdCount	sourceQuestionKey	sourceConflictStatus	sourceContentConflictCount	sourceContentConflictFields	sourceUniqueKeys	reviewQuestionId	qualifiedReviewQuestionId	sourceFile
382	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	基礎理論	問12	group_choice	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:kiso:q12	none	0	[]	"[""gas-shunin:kou:2025:kiso:q12:s01"", ""gas-shunin:kou:2025:kiso:q12:s02"", ""gas-shunin:kou:2025:kiso:q12:s03"", ""gas-shunin:kou:2025:kiso:q12:s04"", ""gas-shunin:kou:2025:kiso:q12:s05""]"	d3a875bb5d87861a	gas-shunin-kou:d3a875bb5d87861a	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_2.json
383	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	基礎理論	問13	group_choice	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:kiso:q13	none	0	[]	"[""gas-shunin:kou:2025:kiso:q13:s01"", ""gas-shunin:kou:2025:kiso:q13:s02"", ""gas-shunin:kou:2025:kiso:q13:s03"", ""gas-shunin:kou:2025:kiso:q13:s04"", ""gas-shunin:kou:2025:kiso:q13:s05""]"	75fe8fc18f6594b2	gas-shunin-kou:75fe8fc18f6594b2	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_2.json
384	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	基礎理論	問14	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:kiso:q14	none	0	[]	"[""gas-shunin:kou:2025:kiso:q14:s01"", ""gas-shunin:kou:2025:kiso:q14:s02"", ""gas-shunin:kou:2025:kiso:q14:s03"", ""gas-shunin:kou:2025:kiso:q14:s04"", ""gas-shunin:kou:2025:kiso:q14:s05""]"	c21cf801fe0d51e0	gas-shunin-kou:c21cf801fe0d51e0	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_2.json
385	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	基礎理論	問15	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:kiso:q15	none	0	[]	"[""gas-shunin:kou:2025:kiso:q15:s01"", ""gas-shunin:kou:2025:kiso:q15:s02"", ""gas-shunin:kou:2025:kiso:q15:s03"", ""gas-shunin:kou:2025:kiso:q15:s04"", ""gas-shunin:kou:2025:kiso:q15:s05""]"	f76598463308a709	gas-shunin-kou:f76598463308a709	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_2.json
386	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	製造	問1	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:seizo:q01	none	0	[]	"[""gas-shunin:kou:2025:seizo:q01:s01"", ""gas-shunin:kou:2025:seizo:q01:s02"", ""gas-shunin:kou:2025:seizo:q01:s03"", ""gas-shunin:kou:2025:seizo:q01:s04"", ""gas-shunin:kou:2025:seizo:q01:s05""]"	6d21b6e2f7def104	gas-shunin-kou:6d21b6e2f7def104	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_2.json
387	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	製造	問2	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:kou:2025:seizo:q02	none	0	[]	"[""gas-shunin:kou:2025:seizo:q02:s01"", ""gas-shunin:kou:2025:seizo:q02:s02"", ""gas-shunin:kou:2025:seizo:q02:s03"", ""gas-shunin:kou:2025:seizo:q02:s04"", ""gas-shunin:kou:2025:seizo:q02:s05""]"	ce4d4dbe44c1e42f	gas-shunin-kou:ce4d4dbe44c1e42f	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_2.json
388	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	製造	問3	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:seizo:q03	none	0	[]	"[""gas-shunin:kou:2025:seizo:q03:s01"", ""gas-shunin:kou:2025:seizo:q03:s02"", ""gas-shunin:kou:2025:seizo:q03:s03"", ""gas-shunin:kou:2025:seizo:q03:s04"", ""gas-shunin:kou:2025:seizo:q03:s05""]"	40cc82909b61abbe	gas-shunin-kou:40cc82909b61abbe	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_2.json
389	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	製造	問4	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:seizo:q04	none	0	[]	"[""gas-shunin:kou:2025:seizo:q04:s01"", ""gas-shunin:kou:2025:seizo:q04:s02"", ""gas-shunin:kou:2025:seizo:q04:s03"", ""gas-shunin:kou:2025:seizo:q04:s04"", ""gas-shunin:kou:2025:seizo:q04:s05""]"	118355ef06bb5c99	gas-shunin-kou:118355ef06bb5c99	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_2.json
390	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	製造	問5	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:seizo:q05	none	0	[]	"[""gas-shunin:kou:2025:seizo:q05:s01"", ""gas-shunin:kou:2025:seizo:q05:s02"", ""gas-shunin:kou:2025:seizo:q05:s03"", ""gas-shunin:kou:2025:seizo:q05:s04"", ""gas-shunin:kou:2025:seizo:q05:s05""]"	6fde3c0701bf1013	gas-shunin-kou:6fde3c0701bf1013	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_2.json
391	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	製造	問6	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:seizo:q06	none	0	[]	"[""gas-shunin:kou:2025:seizo:q06:s01"", ""gas-shunin:kou:2025:seizo:q06:s02"", ""gas-shunin:kou:2025:seizo:q06:s03"", ""gas-shunin:kou:2025:seizo:q06:s04"", ""gas-shunin:kou:2025:seizo:q06:s05""]"	e4ef8e531fbc435b	gas-shunin-kou:e4ef8e531fbc435b	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_2.json
392	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	製造	問7	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:seizo:q07	none	0	[]	"[""gas-shunin:kou:2025:seizo:q07:s01"", ""gas-shunin:kou:2025:seizo:q07:s02"", ""gas-shunin:kou:2025:seizo:q07:s03"", ""gas-shunin:kou:2025:seizo:q07:s04"", ""gas-shunin:kou:2025:seizo:q07:s05""]"	ff4acfaca7ea857b	gas-shunin-kou:ff4acfaca7ea857b	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_2.json
393	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	製造	問8	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:seizo:q08	none	0	[]	"[""gas-shunin:kou:2025:seizo:q08:s01"", ""gas-shunin:kou:2025:seizo:q08:s02"", ""gas-shunin:kou:2025:seizo:q08:s03"", ""gas-shunin:kou:2025:seizo:q08:s04"", ""gas-shunin:kou:2025:seizo:q08:s05""]"	dbe5ecc0d9952b92	gas-shunin-kou:dbe5ecc0d9952b92	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_2.json
394	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	製造	問9	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:seizo:q09	none	0	[]	"[""gas-shunin:kou:2025:seizo:q09:s01"", ""gas-shunin:kou:2025:seizo:q09:s02"", ""gas-shunin:kou:2025:seizo:q09:s03"", ""gas-shunin:kou:2025:seizo:q09:s04"", ""gas-shunin:kou:2025:seizo:q09:s05""]"	07dff3424a00183a	gas-shunin-kou:07dff3424a00183a	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_2.json
395	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	供給	問10	group_choice	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:kyokyu:q10	none	0	[]	"[""gas-shunin:kou:2025:kyokyu:q10:s01"", ""gas-shunin:kou:2025:kyokyu:q10:s02"", ""gas-shunin:kou:2025:kyokyu:q10:s03"", ""gas-shunin:kou:2025:kyokyu:q10:s04"", ""gas-shunin:kou:2025:kyokyu:q10:s05""]"	ffa4745b469a77a9	gas-shunin-kou:ffa4745b469a77a9	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_2.json
396	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	供給	問11	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:kyokyu:q11	none	0	[]	"[""gas-shunin:kou:2025:kyokyu:q11:s01"", ""gas-shunin:kou:2025:kyokyu:q11:s02"", ""gas-shunin:kou:2025:kyokyu:q11:s03"", ""gas-shunin:kou:2025:kyokyu:q11:s04"", ""gas-shunin:kou:2025:kyokyu:q11:s05""]"	6e3cdbf4facea64e	gas-shunin-kou:6e3cdbf4facea64e	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_2.json
397	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	供給	問12	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:kyokyu:q12	none	0	[]	"[""gas-shunin:kou:2025:kyokyu:q12:s01"", ""gas-shunin:kou:2025:kyokyu:q12:s02"", ""gas-shunin:kou:2025:kyokyu:q12:s03"", ""gas-shunin:kou:2025:kyokyu:q12:s04"", ""gas-shunin:kou:2025:kyokyu:q12:s05""]"	3746645048eafc91	gas-shunin-kou:3746645048eafc91	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_2.json
398	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	供給	問13	group_choice	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:kyokyu:q13	none	0	[]	"[""gas-shunin:kou:2025:kyokyu:q13:s01"", ""gas-shunin:kou:2025:kyokyu:q13:s02"", ""gas-shunin:kou:2025:kyokyu:q13:s03"", ""gas-shunin:kou:2025:kyokyu:q13:s04"", ""gas-shunin:kou:2025:kyokyu:q13:s05""]"	828023772aa37293	gas-shunin-kou:828023772aa37293	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_2.json
399	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	供給	問14	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:kyokyu:q14	none	0	[]	"[""gas-shunin:kou:2025:kyokyu:q14:s01"", ""gas-shunin:kou:2025:kyokyu:q14:s02"", ""gas-shunin:kou:2025:kyokyu:q14:s03"", ""gas-shunin:kou:2025:kyokyu:q14:s04"", ""gas-shunin:kou:2025:kyokyu:q14:s05""]"	a7c9e783d12c3ed5	gas-shunin-kou:a7c9e783d12c3ed5	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_2.json
400	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	供給	問15	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:kyokyu:q15	none	0	[]	"[""gas-shunin:kou:2025:kyokyu:q15:s01"", ""gas-shunin:kou:2025:kyokyu:q15:s02"", ""gas-shunin:kou:2025:kyokyu:q15:s03"", ""gas-shunin:kou:2025:kyokyu:q15:s04"", ""gas-shunin:kou:2025:kyokyu:q15:s05""]"	6472a4ae655d7828	gas-shunin-kou:6472a4ae655d7828	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_2.json
401	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	供給	問16	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:kyokyu:q16	none	0	[]	"[""gas-shunin:kou:2025:kyokyu:q16:s01"", ""gas-shunin:kou:2025:kyokyu:q16:s02"", ""gas-shunin:kou:2025:kyokyu:q16:s03"", ""gas-shunin:kou:2025:kyokyu:q16:s04"", ""gas-shunin:kou:2025:kyokyu:q16:s05""]"	42393caf853a3f2c	gas-shunin-kou:42393caf853a3f2c	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_2.json
402	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	供給	問17	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:kyokyu:q17	none	0	[]	"[""gas-shunin:kou:2025:kyokyu:q17:s01"", ""gas-shunin:kou:2025:kyokyu:q17:s02"", ""gas-shunin:kou:2025:kyokyu:q17:s03"", ""gas-shunin:kou:2025:kyokyu:q17:s04"", ""gas-shunin:kou:2025:kyokyu:q17:s05""]"	d1aedf7ac90fc668	gas-shunin-kou:d1aedf7ac90fc668	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_2.json
403	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	供給	問18	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:kyokyu:q18	none	0	[]	"[""gas-shunin:kou:2025:kyokyu:q18:s01"", ""gas-shunin:kou:2025:kyokyu:q18:s02"", ""gas-shunin:kou:2025:kyokyu:q18:s03"", ""gas-shunin:kou:2025:kyokyu:q18:s04"", ""gas-shunin:kou:2025:kyokyu:q18:s05""]"	39e2b01fd3cdb8a6	gas-shunin-kou:39e2b01fd3cdb8a6	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_2.json
404	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	消費機器	問19	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:shohi:q19	none	0	[]	"[""gas-shunin:kou:2025:shohi:q19:s01"", ""gas-shunin:kou:2025:shohi:q19:s02"", ""gas-shunin:kou:2025:shohi:q19:s03"", ""gas-shunin:kou:2025:shohi:q19:s04"", ""gas-shunin:kou:2025:shohi:q19:s05""]"	b52dda6015da8b95	gas-shunin-kou:b52dda6015da8b95	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_2.json
405	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	消費機器	問20	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:shohi:q20	none	0	[]	"[""gas-shunin:kou:2025:shohi:q20:s01"", ""gas-shunin:kou:2025:shohi:q20:s02"", ""gas-shunin:kou:2025:shohi:q20:s03"", ""gas-shunin:kou:2025:shohi:q20:s04"", ""gas-shunin:kou:2025:shohi:q20:s05""]"	60d5be92ebd868da	gas-shunin-kou:60d5be92ebd868da	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_3.json
406	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	消費機器	問21	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:shohi:q21	none	0	[]	"[""gas-shunin:kou:2025:shohi:q21:s01"", ""gas-shunin:kou:2025:shohi:q21:s02"", ""gas-shunin:kou:2025:shohi:q21:s03"", ""gas-shunin:kou:2025:shohi:q21:s04"", ""gas-shunin:kou:2025:shohi:q21:s05""]"	30d4a0bfbe45188a	gas-shunin-kou:30d4a0bfbe45188a	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_3.json
407	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	消費機器	問22	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:shohi:q22	none	0	[]	"[""gas-shunin:kou:2025:shohi:q22:s01"", ""gas-shunin:kou:2025:shohi:q22:s02"", ""gas-shunin:kou:2025:shohi:q22:s03"", ""gas-shunin:kou:2025:shohi:q22:s04"", ""gas-shunin:kou:2025:shohi:q22:s05""]"	36671e7d6f13eec2	gas-shunin-kou:36671e7d6f13eec2	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_3.json
408	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	消費機器	問23	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:shohi:q23	none	0	[]	"[""gas-shunin:kou:2025:shohi:q23:s01"", ""gas-shunin:kou:2025:shohi:q23:s02"", ""gas-shunin:kou:2025:shohi:q23:s03"", ""gas-shunin:kou:2025:shohi:q23:s04"", ""gas-shunin:kou:2025:shohi:q23:s05""]"	3a65f66e45517939	gas-shunin-kou:3a65f66e45517939	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_3.json
409	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	消費機器	問24	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:shohi:q24	none	0	[]	"[""gas-shunin:kou:2025:shohi:q24:s01"", ""gas-shunin:kou:2025:shohi:q24:s02"", ""gas-shunin:kou:2025:shohi:q24:s03"", ""gas-shunin:kou:2025:shohi:q24:s04"", ""gas-shunin:kou:2025:shohi:q24:s05""]"	620333366e793249	gas-shunin-kou:620333366e793249	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_3.json
410	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	消費機器	問25	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:shohi:q25	none	0	[]	"[""gas-shunin:kou:2025:shohi:q25:s01"", ""gas-shunin:kou:2025:shohi:q25:s02"", ""gas-shunin:kou:2025:shohi:q25:s03"", ""gas-shunin:kou:2025:shohi:q25:s04"", ""gas-shunin:kou:2025:shohi:q25:s05""]"	232faed18eb90bc1	gas-shunin-kou:232faed18eb90bc1	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_3.json
411	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	消費機器	問26	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:shohi:q26	none	0	[]	"[""gas-shunin:kou:2025:shohi:q26:s01"", ""gas-shunin:kou:2025:shohi:q26:s02"", ""gas-shunin:kou:2025:shohi:q26:s03"", ""gas-shunin:kou:2025:shohi:q26:s04"", ""gas-shunin:kou:2025:shohi:q26:s05""]"	851ce6e11c7168a8	gas-shunin-kou:851ce6e11c7168a8	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_3.json
412	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	消費機器	問27	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:shohi:q27	none	0	[]	"[""gas-shunin:kou:2025:shohi:q27:s01"", ""gas-shunin:kou:2025:shohi:q27:s02"", ""gas-shunin:kou:2025:shohi:q27:s03"", ""gas-shunin:kou:2025:shohi:q27:s04"", ""gas-shunin:kou:2025:shohi:q27:s05""]"	03f7edabcc660a32	gas-shunin-kou:03f7edabcc660a32	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_3.json
413	phase_3_otsu_all_sources	gas-shunin-otsu	2017	法令	問1	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:otsu:2017:law:q01	none	0	[]	"[""gas-shunin:otsu:2017:law:q01:s01"", ""gas-shunin:otsu:2017:law:q01:s02"", ""gas-shunin:otsu:2017:law:q01:s03"", ""gas-shunin:otsu:2017:law:q01:s04"", ""gas-shunin:otsu:2017:law:q01:s05""]"	fed81ffd5477000a	gas-shunin-otsu:fed81ffd5477000a	output/gas-shunin-otsu/questions_json/2017/00_source/question_2017_1.json
414	phase_3_otsu_all_sources	gas-shunin-otsu	2017	法令	問2	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:otsu:2017:law:q02	none	0	[]	"[""gas-shunin:otsu:2017:law:q02:s01"", ""gas-shunin:otsu:2017:law:q02:s02"", ""gas-shunin:otsu:2017:law:q02:s03"", ""gas-shunin:otsu:2017:law:q02:s04"", ""gas-shunin:otsu:2017:law:q02:s05""]"	ceeb1f8297cda1cd	gas-shunin-otsu:ceeb1f8297cda1cd	output/gas-shunin-otsu/questions_json/2017/00_source/question_2017_1.json
415	phase_3_otsu_all_sources	gas-shunin-otsu	2017	法令	問3	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:otsu:2017:law:q03	none	0	[]	"[""gas-shunin:otsu:2017:law:q03:s01"", ""gas-shunin:otsu:2017:law:q03:s02"", ""gas-shunin:otsu:2017:law:q03:s03"", ""gas-shunin:otsu:2017:law:q03:s04"", ""gas-shunin:otsu:2017:law:q03:s05""]"	5932b1720b11ad83	gas-shunin-otsu:5932b1720b11ad83	output/gas-shunin-otsu/questions_json/2017/00_source/question_2017_1.json
416	phase_3_otsu_all_sources	gas-shunin-otsu	2017	法令	問4	group_choice	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:otsu:2017:law:q04	none	0	[]	"[""gas-shunin:otsu:2017:law:q04:s01"", ""gas-shunin:otsu:2017:law:q04:s02"", ""gas-shunin:otsu:2017:law:q04:s03"", ""gas-shunin:otsu:2017:law:q04:s04"", ""gas-shunin:otsu:2017:law:q04:s05""]"	85637e8473839657	gas-shunin-otsu:85637e8473839657	output/gas-shunin-otsu/questions_json/2017/00_source/question_2017_1.json
417	phase_3_otsu_all_sources	gas-shunin-otsu	2017	法令	問5	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:otsu:2017:law:q05	none	0	[]	"[""gas-shunin:otsu:2017:law:q05:s01"", ""gas-shunin:otsu:2017:law:q05:s02"", ""gas-shunin:otsu:2017:law:q05:s03"", ""gas-shunin:otsu:2017:law:q05:s04"", ""gas-shunin:otsu:2017:law:q05:s05""]"	1c4d8cb16b58e5c0	gas-shunin-otsu:1c4d8cb16b58e5c0	output/gas-shunin-otsu/questions_json/2017/00_source/question_2017_1.json
418	phase_3_otsu_all_sources	gas-shunin-otsu	2017	法令	問6	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:otsu:2017:law:q06	none	0	[]	"[""gas-shunin:otsu:2017:law:q06:s01"", ""gas-shunin:otsu:2017:law:q06:s02"", ""gas-shunin:otsu:2017:law:q06:s03"", ""gas-shunin:otsu:2017:law:q06:s04"", ""gas-shunin:otsu:2017:law:q06:s05""]"	f0084aa8e90d25b4	gas-shunin-otsu:f0084aa8e90d25b4	output/gas-shunin-otsu/questions_json/2017/00_source/question_2017_1.json
419	phase_3_otsu_all_sources	gas-shunin-otsu	2017	法令	問7	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:otsu:2017:law:q07	none	0	[]	"[""gas-shunin:otsu:2017:law:q07:s01"", ""gas-shunin:otsu:2017:law:q07:s02"", ""gas-shunin:otsu:2017:law:q07:s03"", ""gas-shunin:otsu:2017:law:q07:s04"", ""gas-shunin:otsu:2017:law:q07:s05""]"	1c840c3316f739b2	gas-shunin-otsu:1c840c3316f739b2	output/gas-shunin-otsu/questions_json/2017/00_source/question_2017_1.json
420	phase_3_otsu_all_sources	gas-shunin-otsu	2017	法令	問8	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:otsu:2017:law:q08	none	0	[]	"[""gas-shunin:otsu:2017:law:q08:s01"", ""gas-shunin:otsu:2017:law:q08:s02"", ""gas-shunin:otsu:2017:law:q08:s03"", ""gas-shunin:otsu:2017:law:q08:s04"", ""gas-shunin:otsu:2017:law:q08:s05""]"	f44221b2f39b2de0	gas-shunin-otsu:f44221b2f39b2de0	output/gas-shunin-otsu/questions_json/2017/00_source/question_2017_1.json
421	phase_3_otsu_all_sources	gas-shunin-otsu	2017	法令	問9	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:otsu:2017:law:q09	none	0	[]	"[""gas-shunin:otsu:2017:law:q09:s01"", ""gas-shunin:otsu:2017:law:q09:s02"", ""gas-shunin:otsu:2017:law:q09:s03"", ""gas-shunin:otsu:2017:law:q09:s04"", ""gas-shunin:otsu:2017:law:q09:s05""]"	19e9a8c53cf00144	gas-shunin-otsu:19e9a8c53cf00144	output/gas-shunin-otsu/questions_json/2017/00_source/question_2017_1.json
422	phase_3_otsu_all_sources	gas-shunin-otsu	2017	法令	問10	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:otsu:2017:law:q10	none	0	[]	"[""gas-shunin:otsu:2017:law:q10:s01"", ""gas-shunin:otsu:2017:law:q10:s02"", ""gas-shunin:otsu:2017:law:q10:s03"", ""gas-shunin:otsu:2017:law:q10:s04"", ""gas-shunin:otsu:2017:law:q10:s05""]"	635ac705deb43fae	gas-shunin-otsu:635ac705deb43fae	output/gas-shunin-otsu/questions_json/2017/00_source/question_2017_1.json
423	phase_3_otsu_all_sources	gas-shunin-otsu	2017	法令	問11	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:otsu:2017:law:q11	none	0	[]	"[""gas-shunin:otsu:2017:law:q11:s01"", ""gas-shunin:otsu:2017:law:q11:s02"", ""gas-shunin:otsu:2017:law:q11:s03"", ""gas-shunin:otsu:2017:law:q11:s04"", ""gas-shunin:otsu:2017:law:q11:s05""]"	9eb95e1b239cc473	gas-shunin-otsu:9eb95e1b239cc473	output/gas-shunin-otsu/questions_json/2017/00_source/question_2017_1.json
424	phase_3_otsu_all_sources	gas-shunin-otsu	2017	法令	問12	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:otsu:2017:law:q12	none	0	[]	"[""gas-shunin:otsu:2017:law:q12:s01"", ""gas-shunin:otsu:2017:law:q12:s02"", ""gas-shunin:otsu:2017:law:q12:s03"", ""gas-shunin:otsu:2017:law:q12:s04"", ""gas-shunin:otsu:2017:law:q12:s05""]"	cdcdbd1ed55b192d	gas-shunin-otsu:cdcdbd1ed55b192d	output/gas-shunin-otsu/questions_json/2017/00_source/question_2017_1.json
425	phase_3_otsu_all_sources	gas-shunin-otsu	2017	法令	問13	true_false	select_incorrect	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2017:law:q13	none	0	[]	"[""gas-shunin:otsu:2017:law:q13:s01"", ""gas-shunin:otsu:2017:law:q13:s02"", ""gas-shunin:otsu:2017:law:q13:s03"", ""gas-shunin:otsu:2017:law:q13:s04"", ""gas-shunin:otsu:2017:law:q13:s05""]"	85a17f2db1c0b6c3	gas-shunin-otsu:85a17f2db1c0b6c3	output/gas-shunin-otsu/questions_json/2017/00_source/question_2017_1.json
426	phase_3_otsu_all_sources	gas-shunin-otsu	2017	法令	問14	true_false	select_correct	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2017:law:q14	none	0	[]	"[""gas-shunin:otsu:2017:law:q14:s01"", ""gas-shunin:otsu:2017:law:q14:s02"", ""gas-shunin:otsu:2017:law:q14:s03"", ""gas-shunin:otsu:2017:law:q14:s04"", ""gas-shunin:otsu:2017:law:q14:s05""]"	25341663356923f9	gas-shunin-otsu:25341663356923f9	output/gas-shunin-otsu/questions_json/2017/00_source/question_2017_1.json
427	phase_3_otsu_all_sources	gas-shunin-otsu	2017	法令	問15	true_false	select_correct	5	5	0	gassyunin_site	True	0	gas-shunin:otsu:2017:law:q15	none	0	[]	"[""gas-shunin:otsu:2017:law:q15:s01"", ""gas-shunin:otsu:2017:law:q15:s02"", ""gas-shunin:otsu:2017:law:q15:s03"", ""gas-shunin:otsu:2017:law:q15:s04"", ""gas-shunin:otsu:2017:law:q15:s05""]"	4912fa0bc42af962	gas-shunin-otsu:4912fa0bc42af962	output/gas-shunin-otsu/questions_json/2017/00_source/question_2017_1.json
